sample_id,Station,gene_id,taxonomy,length,mapped_counts,unmapped_counts,RPKM,RPKM_abund,assigned_tax
ERR868389,6,MATOU.v2.97326921__c855-162,Eukaryota;Viridiplantae;Chlorophyta;prasinophytes;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas,694,19,0,6104.241162504538,0.0035373575859636,Chlorophytes
ERR868389,6,MATOU.v2.97343457__c838-106,Eukaryota;Cryptophyceae,733,1,0,304.1820468714116,0.0001762709962417,Other eukaryotic phytoplankton
ERR868389,6,MATOU.v2.97345902__258-765,Eukaryota;Viridiplantae;Chlorophyta,508,34,0,14922.883803404173,0.008647688520348,Chlorophytes
ERR868389,6,MATOU.v2.97345902__723-978,Eukaryota;Viridiplantae;Chlorophyta,256,4,0,3483.835005574136,0.0020188537538312,Chlorophytes
ERR868389,6,MATOU.v2.97368954__267-960,Eukaryota;Viridiplantae;Chlorophyta,694,11,0,3534.034357239469,0.0020479438655579,Chlorophytes
ERR868389,6,MATOU.v2.97442625__3-501,Eukaryota;Cryptophyceae;Pyrenomonadales,499,2,0,893.6490595460709,0.0005178622855519,Other eukaryotic phytoplankton
ERR868389,6,MATOU.v2.97442625__435-645,Eukaryota;Cryptophyceae;Pyrenomonadales,211,1,0,1056.7082481362308,0.0006123537452379,Other eukaryotic phytoplankton
ERR868389,6,MATOU.v2.98111465__135-855,Eukaryota;Haptista;Haptophyta;Prymnesiophyceae;Prymnesiales,721,1,0,309.2447161674684,0.0001792047714912,Haptophytes
ERR868389,6,MATOU.v2.98117043__c278-1,Eukaryota;Sar;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagomonadales,278,4,0,3208.135832471147,0.0018590883488517,Pelagophytes
ERR868389,6,MATOU.v2.98137114__c726-108,Eukaryota;Viridiplantae;Chlorophyta;prasinophytes,619,2,0,720.4053000217923,0.0004174689507114,Chlorophytes
ERR868389,6,MATOU.v2.98151416__c2698-2305,Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Mediophyceae,394,1,0,565.9021328851388,0.0003279356351401,Diatoms
ERR868389,6,MATOU.v2.98214179__3-453,Eukaryota;Sar;Stramenopiles;Ochrophyta;Pelagophyceae,451,2,0,988.7602676574044,0.0005729784489809,Pelagophytes
ERR868389,6,MATOU.v2.98214179__399-603,Eukaryota;Sar;Stramenopiles;Ochrophyta;Pelagophyceae,205,1,0,1087.6362944231448,0.000630276293879,Pelagophytes
ERR868389,6,MATOU.v2.98241793__c240-1,Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus,240,2,0,1858.0453363062056,0.0010767220020433,Chlorophytes
ERR868389,6,MATOU.v2.98267469__3-333,Eukaryota;Haptista;Haptophyta,331,1,0,673.6116022862378,0.0003903523874477,Haptophytes
ERR868389,6,MATOU.v2.9850226__c198-1,Eukaryota;Sar;Stramenopiles;Ochrophyta;Chrysophyceae,198,1,0,1126.0880826098216,0.0006525587891171,Other eukaryotic phytoplankton
ERR868389,6,MCPK_scaffold_2001365__297-984,,687,12,0,3894.592844659296,0.0022568845457676,
ERR868389,6,MicpuC2.estExt_fgenesh1_pg.C_150165__213-906,Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas_pusilla,694,9,0,2891.4826559232024,0.0016755904354564,Chlorophytes
ERR868389,6,MicpuC3v2__3355__249-942,,693,10,0,3217.394521742348,0.0018644536831919,
ERR868389,6,Mintr2__686639__339-1056,"Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Coscinodiscophyceae;Thalassiosirophycidae;Thalassiosirales;Thalassiosiraceae;Minidiscus;Minidiscus_variabilis,CCMP495_v1.0",717,1,0,310.9699307625449,0.0001802045191704,Diatoms
ERR868389,6,OM-RGC.v2.007925471__198-915,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,5,0,1552.6841250469688,0.0008997676897298,Synechococcus
ERR868389,6,OM-RGC.v2.008812704__180-873,Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus,694,30,0,9638.275519744007,0.0055853014515216,Chlorophytes
ERR868389,6,OM-RGC.v2.009696909__117-834,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,1,0,310.53682500939374,0.0001799535379459,Synechococcus
ERR868389,6,OM-RGC.v2.010030144__105-822,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,15,0,4658.052375140906,0.0026993030691894,Synechococcus
ERR868389,6,OM-RGC.v2.010031413__105-822,Eukaryota;Sar;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagomonadales,718,7,0,2173.757775065756,0.0012596747656217,Pelagophytes
ERR868389,6,OM-RGC.v2.010049537__102-819,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,2,0,621.0736500187875,0.0003599070758919,Synechococcus
ERR868389,6,OM-RGC.v2.010049696__99-819,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,721,7,0,2164.713013172279,0.0012544334004388,Synechococcus
ERR868389,6,OM-RGC.v2.010050958__102-819,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,2,0,621.0736500187875,0.0003599070758919,Synechococcus
ERR868389,6,OM-RGC.v2.010455686__99-816,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,1,0,310.53682500939374,0.0001799535379459,Synechococcus
ERR868389,6,OM-RGC.v2.011335362__93-780,Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae,688,1,0,324.0776749371289,0.0001878003491936,Chlorophytes
ERR868389,6,OM-RGC.v2.011916653__39-756,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,7,0,2173.757775065756,0.0012596747656217,Synechococcus
ERR868389,6,OM-RGC.v2.013413128__21-714,Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales,694,15,0,4819.137759872004,0.0027926507257608,Chlorophytes
ERR868389,6,OM-RGC.v2.013760782__3-702,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,700,12,0,3822.264691829909,0.0022149709756319,Synechococcus
ERR868389,6,OM-RGC.v2.015153148__3-678,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,676,2,0,659.661066144215,0.0003822681664059,Synechococcus
ERR868389,6,OM-RGC.v2.015327692__99-675,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,577,4,0,1545.6876281230136,0.000895713277263,Synechococcus
ERR868389,6,OM-RGC.v2.016497750__3-642,Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus,640,6,0,2090.3010033444816,0.0012113122522987,Prochlorococcus
ERR868389,6,OM-RGC.v2.016782164__102-642,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,541,8,0,3297.085994184765,0.0019106342365279,Synechococcus
ERR868389,6,OM-RGC.v2.019709528__102-588,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,487,21,0,9614.526175547511,0.0055715389017437,Synechococcus
ERR868389,6,OM-RGC.v2.020210631__3-576,Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales,574,9,0,3495.973803502966,0.0020258880874682,Chlorophytes
ERR868389,6,OM-RGC.v2.024327739__3-510,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,508,1,0,438.90834715894624,0.0002543437800102,Synechococcus
ERR868389,6,OM-RGC.v2.026302087__3-501,Eukaryota;Sar;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagomonadales,499,7,0,3127.7717084112483,0.0018125179994316,Pelagophytes
ERR868389,6,OM-RGC.v2.033076240__6-363,Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae,358,6,0,3736.850955699632,0.0021654744175173,Chlorophytes
ERR868389,6,OM-RGC.v2.037456343__3-264,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,262,1,0,851.0131311326134,0.0004931551154396,Synechococcus
ERR868389,6,Ost9901_3__29311__237-930,Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus_lucimarinus,693,23,0,7400.0074000074,0.0042882434713414,Chlorophytes
ERR868389,6,OstRCC809_2__96876__216-909,"Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus_sp.,RCC809",693,2,0,643.4789043484695,0.0003728907366383,Chlorophytes
ERR868389,6,Phaglo1__506__219-942,"Eukaryota;Haptista;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis;Phaeocystis_globosa,Pg-G_v2.3",723,1,0,308.38926743671465,0.0001787090459822,Haptophytes
ERR868389,6,TARA_ANE_2018_MAG_00101_000000000329.2.1__204-897,Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas,694,20,0,6425.517013162672,0.0037235343010144,Chlorophytes
ERR868389,6,TARA_AON_82_MAG_00012_000000000285.71.1__204-897,Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus,694,17,0,5461.689461188271,0.0031650041558622,Chlorophytes
ERR868389,6,TARA_AON_82_MAG_00118_000000001254.18.1__213-906,Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas,694,13,0,4176.586058555737,0.0024202972956593,Chlorophytes
ERR868389,6,TARA_AON_82_MAG_00280_000000000158.1.1__192-933,Eukaryota;Sar;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Paraphysomonadaceae;Paraphysomonas,742,1,0,300.4925072193325,0.0001741329383358,Other eukaryotic phytoplankton
ERR868389,6,TARA_AON_82_MAG_00297_000000001641.2.2__210-903,Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas,694,14,0,4497.86190921387,0.00260647401071,Chlorophytes
ERR868389,6,TARA_AON_82_MAG_00334_000000001549.1.2__36-759,Eukaryota;Sar;Stramenopiles;Ochrophyta;Dictyochophyceae;Florenciellales;Florenciella,724,1,0,307.9633154098684,0.0001784622102834,Other eukaryotic phytoplankton
ERR868389,6,TARA_AOS_82_MAG_00050_000000000873.43.2__192-909,Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Mediophyceae;Cymatosirophycidae;Cymatosirales;Cymatosiraceae;Extubocellulus,718,2,0,621.0736500187875,0.0003599070758919,Diatoms
ERR868389,6,TARA_AOS_82_MAG_00120_000000000129__c4253-3569,Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococcus_marinus,685,3,0,976.4909796645752,0.0005658684974242,Prochlorococcus
ERR868389,6,TARA_AOS_82_MAG_00126_000000000094__1914-2610,Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus,697,5,0,1599.465138857566,0.0009268769027632,Prochlorococcus
ERR868389,6,TARA_AOS_82_MAG_00126_000000000237__3-195,Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus,193,3,0,3465.7840469960315,0.002008393371687,Prochlorococcus
ERR868389,6,TARA_AOS_82_MAG_00137_000000000162.1.2__210-903,Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas,694,15,0,4819.137759872004,0.0027926507257608,Chlorophytes
ERR868389,6,TARA_AOS_82_MAG_00185_000000009339.5.2__198-924,Eukaryota;Sar;Stramenopiles;Ochrophyta;Dictyochophyceae;Florenciellales;Florenciella,727,2,0,613.3849803486787,0.0003554515550074,Other eukaryotic phytoplankton
ERR868389,6,TARA_ARC_108_MAG_00233_000000001964.12.1__210-903,Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas,694,19,0,6104.241162504538,0.0035373575859636,Chlorophytes
ERR868389,6,TARA_ARC_108_MAG_00312_000000003618.1.2__219-951,Eukaryota;Cryptophyceae;Pyrenomonadales;Geminigeraceae;Geminigera,733,3,0,912.5461406142348,0.0005288129887252,Other eukaryotic phytoplankton
ERR868389,6,TARA_ION_45_MAG_00030_000000000075.124.1__198-885,Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus,688,2,0,648.1553498742578,0.0003756006983872,Chlorophytes
ERR868389,6,TARA_ION_45_MAG_00154_000000006457.1.1__192-915,Eukaryota;Haptista;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis,724,1,0,307.9633154098684,0.0001784622102834,Haptophytes
ERR868389,6,TARA_ION_45_MAG_00169_000000002391.65.1__243-966,Eukaryota;Haptista;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis,724,4,0,1231.8532616394734,0.0007138488411337,Haptophytes
ERR868389,6,TARA_MED_95_MAG_00138_000000000117__c673-1,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,673,1,0,331.30080290749584,0.0001919860924891,Synechococcus
ERR868389,6,TARA_MED_95_MAG_00173_000000000131__c5550-4833,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,2,0,621.0736500187875,0.0003599070758919,Synechococcus
ERR868389,6,TARA_MED_95_MAG_00198_000000001696.1.2__198-885,Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus,688,13,0,4213.009774182676,0.0024414045395168,Chlorophytes
ERR868389,6,TARA_MED_95_MAG_00308_000000002235.10.1__210-903,Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas,694,33,0,10602.103071718408,0.0061438315966737,Chlorophytes
ERR868389,6,TARA_MED_95_MAG_00311_000000000204__1872-2589,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,6,0,1863.2209500563624,0.0010797212276757,Synechococcus
ERR868389,6,TARA_MED_95_MAG_00348_000000000099__c6213-5493,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,721,14,0,4329.426026344558,0.0025088668008776,Synechococcus
ERR868389,6,TARA_MED_95_MAG_00362_000000001417.4.1__165-897,Eukaryota;Sar;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Paraphysomonadaceae;Paraphysomonas,733,4,0,1216.7281874856465,0.0007050839849669,Other eukaryotic phytoplankton
ERR868389,6,TARA_MED_95_MAG_00421_000000000157.1.3__258-723,Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus,466,2,0,956.9332204152132,0.0005545349366746,Chlorophytes
ERR868389,6,TARA_MED_95_MAG_00421_000000000624.5.1__3-255,Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus,253,1,0,881.2863255207301,0.0005106981827873,Chlorophytes
ERR868389,6,TARA_MED_95_MAG_00434_000000003683.44.1__192-933,Eukaryota;Sar;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Paraphysomonadaceae;Paraphysomonas,742,1,0,300.4925072193325,0.0001741329383358,Other eukaryotic phytoplankton
ERR868389,6,TARA_PSE_93_MAG_00090_000000000391.193.1__3-309,Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus,307,1,0,726.2717926929795,0.0004208685350006,Chlorophytes
ERR868389,6,TARA_PSE_93_MAG_00226_000000003170.65.1__243-966,Eukaryota;Haptista;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis,724,2,0,615.9266308197367,0.0003569244205668,Haptophytes
ERR868389,6,TARA_PSW_86_MAG_00075_000000000021.239.1__630-1323,Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas,694,26,0,8353.172117111473,0.0048405945913187,Chlorophytes
ERR868389,6,TARA_PSW_86_MAG_00262_000000006460.1.2__108-840,Eukaryota;Cryptophyceae;Pyrenomonadales;Geminigeraceae;Geminigera,733,5,0,1520.910234357058,0.0008813549812087,Other eukaryotic phytoplankton
ERR868389,6,TARA_PSW_86_MAG_00276_000000000283.13.1__192-909,Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Coscinodiscophyceae;Thalassiosirophycidae;Thalassiosirales;Thalassiosiraceae;Thalassiosira,718,1,0,310.53682500939374,0.0001799535379459,Diatoms
ERR868389,6,TARA_PSW_86_MAG_00284_000000009943.55.3__594-1317,Eukaryota;Haptista;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis,724,9,0,2771.669838688815,0.0016061598925508,Haptophytes
ERR868389,6,TARA_PSW_86_MAG_00289_000000000230.1.2__294-963,Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas,670,34,0,11314.664137506448,0.0065567548781146,Chlorophytes
ERR868389,6,TARA_PSW_86_MAG_00295_000000001497.13.1__69-762,Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Mantoniella,694,5,0,1606.379253290668,0.0009308835752536,Chlorophytes
ERR868389,6,TARA_PSW_86_MAG_00303_000000002587.2.2__390-1119,Eukaryota;Cryptophyceae;Pyrenomonadales;Geminigeraceae;Geminigera,730,2,0,610.864220155465,0.0003539907951923,Other eukaryotic phytoplankton
ERR868389,6,TARA_RED_19_MAG_00007_000000000136.50.4__207-900,Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus,694,4,0,1285.1034026325344,0.0007447068602028,Chlorophytes
ERR868389,6,eugene.2000010017__204-897,Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;unclassified_Ostreococcus;Ostreococcus_sp._lucimarinus,694,22,0,7068.068714478939,0.0040958877311158,Chlorophytes
ERR868393,18,000000005096__c1504-778,Eukaryota;Haptista;Haptophyta,727,1,0,653.4516952170603,0.0003735617680153,Haptophytes
ERR868393,18,000000046609__3-618,Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus,616,2,0,1542.4005922818274,0.0008817513160623,Prochlorococcus
ERR868393,18,000000096802__c941-221,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,721,4,0,2635.5582936077826,0.001506681860456,Synechococcus
ERR868393,18,000000136105__c1131-414,Eukaryota;Haptista;Haptophyta,718,1,0,661.6425939036251,0.0003782442971409,Haptophytes
ERR868393,18,000000140725__c1077-354,Eukaryota;Haptista;Haptophyta,724,1,0,656.1593679872967,0.0003751096758939,Haptophytes
ERR868393,18,000000237270__c2216-1526,Eukaryota;Viridiplantae;Chlorophyta,691,1,0,687.4954883108579,0.0003930237414575,Chlorophytes
ERR868393,18,000000312204__69-651,Eukaryota;Haptista;Haptophyta,583,1,0,814.8531430922862,0.0004658308839574,Haptophytes
ERR868393,18,000000399850__453-1020,Eukaryota;Haptista;Haptophyta,568,4,0,3345.488608611288,0.0019125310235717,Haptophytes
ERR868393,18,000000458375__1602-1833,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,232,1,0,2047.6697518224264,0.0011706008851172,Synechococcus
ERR868393,18,000000565840__c484-352,Eukaryota;Haptista;Haptophyta,133,1,0,3571.875055810548,0.0020419504161443,Haptophytes
ERR868393,18,000000687614__1497-2169,Eukaryota;Sar;Stramenopiles;Ochrophyta,673,2,0,1411.7663667839608,0.0008070710411506,Other eukaryotic phytoplankton
ERR868393,18,000000709657__c1317-600,Eukaryota;Haptista;Haptophyta,718,2,0,1323.2851878072502,0.0007564885942818,Haptophytes
ERR868393,18,000000873418__c1687-961,Eukaryota;Sar;Stramenopiles;Ochrophyta,727,4,0,2613.8067808682413,0.0014942470720615,Other eukaryotic phytoplankton
ERR868393,18,000000899785__942-1134,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,193,3,0,7384.342731960666,0.0042214415338942,Synechococcus
ERR868393,18,000000922532__c5179-4486,Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales,694,1,0,684.5236057965459,0.0003913247915665,Chlorophytes
ERR868393,18,000000961894__315-1038,Eukaryota;Haptista;Haptophyta,724,3,0,1968.4781039618904,0.0011253290276817,Haptophytes
ERR868393,18,000000974843__c4072-3346,Eukaryota;Sar;Stramenopiles;Ochrophyta,727,3,0,1960.3550856511808,0.0011206853040461,Other eukaryotic phytoplankton
ERR868393,18,000000990220__966-1644,Eukaryota;Haptista;Haptophyta,679,1,0,699.645629488664,0.0003999696691416,Haptophytes
ERR868393,18,000001084213__c978-237,Eukaryota;Sar;Stramenopiles;Ochrophyta,742,6,0,3841.4505317207777,0.0021960598815137,Other eukaryotic phytoplankton
ERR868393,18,000001105024__c364-1,Eukaryota;Sar;Stramenopiles;Ochrophyta,364,3,0,3915.324580407716,0.002238291802312,Other eukaryotic phytoplankton
ERR868393,18,000001147637__c2326-2155,Eukaryota;Haptista;Haptophyta,172,1,0,2761.973153620947,0.0015789500310883,Haptophytes
ERR868393,18,000001244949__441-1158,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,1,0,661.6425939036251,0.0003782442971409,Synechococcus
ERR868393,18,000001250520__c528-1,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,528,1,0,899.733678831066,0.0005143549343696,Synechococcus
ERR868393,18,000001278849__c1286-596,Eukaryota;Sar;Stramenopiles;Ochrophyta,691,7,0,4812.468418176006,0.0027511661902031,Other eukaryotic phytoplankton
ERR868393,18,000001341251__261-978,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,26,0,17202.707441494254,0.0098343517256644,Synechococcus
ERR868393,18,000001468797__735-1452,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,5,0,3308.2129695181256,0.0018912214857046,Synechococcus
ERR868393,18,000001546058__543-951,Eukaryota;Sar;Stramenopiles;Ochrophyta,409,3,0,3484.5431473555223,0.0019920249780967,Other eukaryotic phytoplankton
ERR868393,18,000001593788__990-1155,Eukaryota;Haptista;Haptophyta,166,1,0,2861.8035085711017,0.0016360205141397,Haptophytes
ERR868393,18,000001690889__3195-3921,Eukaryota;Sar;Stramenopiles;Ochrophyta,727,1,0,653.4516952170603,0.0003735617680153,Other eukaryotic phytoplankton
ERR868393,18,000001801138__9930-10659,Eukaryota;Sar;Stramenopiles;Ochrophyta,730,2,0,1301.5325545830217,0.0007440531653347,Other eukaryotic phytoplankton
ERR868393,18,000001969685__c1992-1275,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,1,0,661.6425939036251,0.0003782442971409,Synechococcus
ERR868393,18,000001989271__540-1215,Eukaryota;Sar;Stramenopiles;Ochrophyta,676,1,0,702.7505657142054,0.0004017446824662,Other eukaryotic phytoplankton
ERR868393,18,000001998079__c380-104,Eukaryota;Haptista;Haptophyta,277,16,0,27440.25313633518,0.0156868970597657,Haptophytes
ERR868393,18,000001999328__c186-1,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,186,1,0,2554.082701197865,0.0014601043298236,Synechococcus
ERR868393,18,000002073765__c486-1,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,486,1,0,977.4884411991828,0.0005588053607966,Synechococcus
ERR868393,18,000002188597__c1184-458,Eukaryota;Sar;Stramenopiles;Ochrophyta,727,2,0,1306.9033904341206,0.0007471235360307,Other eukaryotic phytoplankton
ERR868393,18,000002274667__96-837,Eukaryota;Sar;Stramenopiles;Ochrophyta,742,2,0,1280.4835105735926,0.0007320199605045,Other eukaryotic phytoplankton
ERR868393,18,000002277277__c1544-803,Eukaryota;Sar;Stramenopiles;Ochrophyta,742,1,0,640.2417552867963,0.0003660099802522,Other eukaryotic phytoplankton
ERR868393,18,000002301348__66-759,Eukaryota;Viridiplantae;Chlorophyta,694,3,0,2053.570817389638,0.0011739743746996,Chlorophytes
ERR868393,18,000002344949__c1285-568,Eukaryota;Haptista;Haptophyta,718,5,0,3308.2129695181256,0.0018912214857046,Haptophytes
ERR868393,18,000002361214__5751-6426,Eukaryota;Viridiplantae;Chlorophyta,676,2,0,1405.5011314284109,0.0008034893649325,Chlorophytes
ERR868393,18,000002445022__408-1134,Eukaryota;Sar;Stramenopiles;Ochrophyta,727,1,0,653.4516952170603,0.0003735617680153,Other eukaryotic phytoplankton
ERR868393,18,000002463203__999-1725,Eukaryota;Haptista;Haptophyta,727,1,0,653.4516952170603,0.0003735617680153,Haptophytes
ERR868393,18,000002531336__1221-1938,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,4,0,2646.5703756145003,0.0015129771885637,Synechococcus
ERR868393,18,000002566944__78-777,Eukaryota;Haptista;Haptophyta,700,1,0,678.656260604004,0.0003879705790674,Haptophytes
ERR868393,18,000002850587__756-1426,Eukaryota;Viridiplantae;Chlorophyta,671,1,0,707.98715711297,0.0004047383090122,Chlorophytes
ERR868393,18,000003027284__c220-1,Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus,220,9,0,19434.247462751027,0.0111100665823852,Prochlorococcus
ERR868393,18,000003084711__c1768-1186,Eukaryota;Haptista;Haptophyta,583,1,0,814.8531430922862,0.0004658308839574,Haptophytes
ERR868393,18,000003110754__c1100-377,Eukaryota;Haptista;Haptophyta,724,1,0,656.1593679872967,0.0003751096758939,Haptophytes
ERR868393,18,000003152600__1536-2277,Eukaryota;Sar;Stramenopiles;Ochrophyta;Chrysophyceae,742,1,0,640.2417552867963,0.0003660099802522,Other eukaryotic phytoplankton
ERR868393,18,000003161692__3-354,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,352,25,0,33740.012956164974,0.0192883100388632,Synechococcus
ERR868393,18,000003164798__13170-13341,Eukaryota;Haptista;Haptophyta,172,1,0,2761.973153620947,0.0015789500310883,Haptophytes
ERR868393,18,000003194080__324-1017,Eukaryota;Haptista;Haptophyta,694,3,0,2053.570817389638,0.0011739743746996,Haptophytes
ERR868393,18,000003247110__c1488-759,Eukaryota;Haptista;Haptophyta,730,1,0,650.7662772915107,0.0003720265826673,Haptophytes
ERR868393,18,000003301218__120-816,Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus,697,2,0,1363.154612404025,0.0007792809335644,Prochlorococcus
ERR868393,18,000003547039__c3023-2306,Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus,718,10,0,6616.425939036251,0.0037824429714093,Synechococcus
ERR868393,18,000003687590__417-1104,Eukaryota;Sar;Stramenopiles;Ochrophyta;Pelagophyceae,688,5,0,3452.466442026184,0.0019736875388604,Pelagophytes
ERR868393,18,000003795936__c1730-1034,Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus,697,14,0,9542.082286828178,0.0054549665349508,Prochlorococcus
ERR868393,18,000003831278__30-726,Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus,697,12,0,8178.927674424152,0.0046756856013864,Prochlorococcus
ERR868393,18,000003858743__c1193-476,Eukaryota;Haptista;Haptophyta,718,2,0,1323.2851878072502,0.0007564885942818,Haptophytes
